gene	IAE_mean	IBI_mean	IAE_minus_IBI
STAT5B	1.0315100615406734	-0.19507296009340322	1.2265830216340765
HLA-DOB	1.78973283429616	0.5673329743208178	1.2223998599753423
ITGB2	1.8952867720018804	0.6787923251943284	1.216494446807552
IL17RA	2.305788562837221	1.0933548847798633	1.2124336780573577
ITGB3	1.7416413655230754	0.5308759397860318	1.2107654257370437
CCL8	2.2003318251463537	0.9957599146949504	1.2045719104514032
TAP2	1.5142817748145547	0.3109783291639335	1.2033034456506213
CCL20	-0.06318145419958054	1.1372937997944543	-1.2004752539940349
BST1	2.116383926590837	0.9206887869027115	1.1956951396881252
CCR1	2.3397846853895405	1.1470135122665353	1.1927711731230053
CX3CR1	1.9935507755318216	0.8022402746126368	1.191310500919185
CTAG1B	-0.3040246144374666	0.8820219781643165	-1.1860465926017831
IFNA2	0.012011439190899864	1.1934206114880972	-1.1814091722971973
CFI	1.3008138710225396	0.12571870674707641	1.1750951642754632
ADORA2A	1.9680484541333745	0.7982905334321275	1.169757920701247
TNFRSF18	2.217979225710538	1.0522894702725312	1.1656897554380068
KLRC1	0.8597556910201947	2.025196157285326	-1.1654404662651312
NOD2	1.1839598008810517	0.02400880654944289	1.1599509943316089
IL22RA1	-0.3771279770150542	0.7814599754944695	-1.1585879525095237
S100A12	2.1108405335169493	0.9559266966561526	1.1549138368607967
CXCL10	1.0360747935453443	-0.11881653480812455	1.1548913283534687
IRAK4	0.9504387723073571	-0.19149726521482793	1.141936037522185
CCR6	0.20086955111525567	1.3406983383910298	-1.1398287872757742
CXCR5	0.3653157784225569	1.4999029902831431	-1.1345872118605862
TRAF3	1.9794704781943	0.8450545425062975	1.1344159356880024
C5	0.2646209105793319	1.3988640650533666	-1.1342431544740346
CCL16	-0.09977734016015358	1.0292498827802001	-1.1290272229403537
LCN2	0.035295012188352126	1.163735879158833	-1.1284408669704808
C4B	2.1971331002847663	1.0697133216894505	1.1274197785953157
DDX43	0.7026404477019198	1.8208860674059248	-1.118245619704005
CYFIP2	0.12376103464379279	1.2417635646459064	-1.1180025300021137
TPTE	0.42173068281999615	1.538657040917629	-1.1169263580976327
FOXP3	1.6302826399631034	0.5165388892111886	1.1137437507519148
BTLA	0.5917130333494586	1.698343533338712	-1.1066304999892536
EP300	0.6489811027773096	-0.4544824861106321	1.1034635888879416
KIR_Activating_Subgroup_2	0.5775820048600014	1.6765098056280958	-1.0989278007680943
MX1	2.0504350780724305	0.952179013585158	1.0982560644872725
TARP	0.7076749317444284	1.8026745450739299	-1.0949996133295015
IFIT1	2.37544126575384	1.2815023950720426	1.0939388706817976
