gene	pearson_r	pearson_P	ns_delta_mean	rna_delta_mean
MASP1	0.6674718589600737	0.21833826590008518	1.2475220348544522	0.6224747438269409
FLT3	0.6672898159044487	0.21851087960301632	1.0229031693293915	0.3520811515329189
LTK	0.6639478844014736	0.22168640593534097	0.5578208791684592	-0.38310043700081586
C3	0.661266313476055	0.22424358875999945	0.947810338710535	0.6748297237420284
CD48	0.6612177898126506	0.2242899361097241	0.5081277269403129	0.5193256155187621
CCL14	0.6583630659480689	0.22702126283354798	0.2868721552162926	0.1519328138451002
IL23R	0.6579247202000522	0.2274414663526454	0.6857972113445086	0.05202233567021708
AXL	0.6570065541078487	0.2283223238624959	0.6717793558214199	0.4889695879603254
CHIT1	0.6548834801893286	0.23036270765368622	0.7428080976619607	0.3231615678185072
ITGAE	0.6538965979929034	0.23131284733836588	-0.31941016552280993	-0.2872921762708004
SLAMF7	0.6485670952401648	0.23646237859699257	0.8890823959532843	1.2462309400069522
COLEC12	0.646562712551368	0.23840707310247808	1.1832134593370358	0.31966555160650334
AMBP	0.6453877257329076	0.23954908733686733	0.5658690266696742	-0.4013716529264796
IL7	0.6448413599101043	0.24008062715045286	0.5364637160908201	-0.05679126405231845
IL16	0.6447373086373351	0.2401818912847667	0.8020893947230672	0.583177157887134
CD28	0.6432948920478576	0.24158686735936286	0.3646347899275518	0.11769282840187142
CD244	0.6431802445624109	0.24169863456349874	0.583292534467597	0.27136033668897747
CMA1	0.6418811840388109	0.24296603990001622	0.5168289160385612	0.3412060989493724
APOE	0.6407505233134734	0.24407061317574458	1.0307632458892813	1.0379946900601795
DOCK9	0.6399880939492392	0.24481621831746714	-0.7348029582195617	-0.8464850754783434
FOXP3	0.6398381871228488	0.2449628897679713	0.45892909485824773	0.11044654939309137
TNFRSF10B	0.6391813947343196	0.2456057875857455	1.3416589590637633	0.7444567298610149
ATF1	0.6381188459360313	0.24664682423549236	-0.5223960121700214	-0.4310340794922826
FCGR1A	0.6357280748526956	0.24899354329459394	1.5940867522074602	0.8506750238466187
CD68	0.6355037162647718	0.2492140760923091	0.751110805685576	0.49634041863655654
C8A	0.6303164916012872	0.25432749267195087	1.4236534943940342	0.15724580778516806
FLT3LG	0.6285604052639965	0.2560649133561399	0.8528585006550914	-0.0687240835619154
ANXA1	0.6283428449129574	0.2562803824479785	1.0439957376370235	1.2162582206084034
CTSG	0.6281133702086155	0.2565077041163898	1.364858132040868	0.8286363340093119
CD8A	0.6229417834436932	0.261645060794636	0.520876698858359	0.32296196721731274
C8G	0.6222394109739695	0.2623448841156333	1.2466446256252044	0.7332034100225153
SYK	0.6158765995306275	0.2687072387990518	-0.2396627879991282	-0.24955942511301482
C4B	0.6153071238474429	0.2692786482285094	1.3860077346150776	0.23353627780019587
CD53	0.6147500198043424	0.26983795589009324	1.26578375243873	1.5938037749465352
CYFIP2	0.6132431564488248	0.2713523215827583	0.43703931953635633	0.033889321054378696
SLAMF1	0.6119927685922283	0.27261063920694323	0.6621981289861556	0.8345089214831752
ENTPD1	0.6054834315522739	0.2791860273743162	0.6332808282416682	0.6121015134146661
IFNG	0.6041492070057829	0.2805388820029071	0.8321575865400789	0.4947163273892895
CLEC4A	0.6019001180443208	0.2828232622277151	1.028752167614502	1.3402382014159413
NFATC1	0.599634699020453	0.2851291360826081	1.3460604102873828	0.40579438465326784
YTHDF2	0.5987140225124213	0.2860676544990956	-0.07501900733546538	-0.29907301612539083
CEACAM8	0.5986096992953281	0.28617405033055066	1.7776117810037284	0.834244148183726
F13A1	0.593987411169364	0.2908985237844535	0.3387561749493672	0.2185918091762904
ITK	0.5932693458951472	0.2916342720287008	0.7618936746755127	0.10594713939734926
CD27	0.59146016041699	0.2934901534048576	0.7182530020741775	-0.06674527625462263
STAT3	0.5908738704999801	0.2940922322619244	0.4407115113318977	0.1506496943003933
MAPK1	0.5828519237302231	0.30236220328612257	-0.10296215913892279	-0.23348881511644848
IL2RA	0.5818512713645155	0.30339794200277437	1.0539065262811727	0.6126733862378099
IFNAR1	0.5815567285630286	0.30370298635635246	0.8737300269249515	0.2522018908590037
TLR10	0.5810839801701403	0.30419275505425625	0.9652468973173015	0.015174010227960388
C5	0.580077038997132	0.30523662595520795	0.7069599045438693	-0.34094254326902396
CD37	0.5782976786034398	0.30708349085123077	1.1666172681164124	1.1545975549328884
MAP4K2	0.5767475935418581	0.3086947117035638	0.4512281728599813	-0.0329110262476523
CREBBP	0.57279527982334	0.31281265988268947	0.7424624595052627	-0.3434382494990683
NFKB1	0.5710481539565847	0.31463744296261614	0.03242597976889794	-0.17616633724653533
ITCH	0.5693383735201293	0.31642583822140924	-0.2865610979182748	-0.36972042031407903
PRKCE	0.5643500353664771	0.3216582269294151	0.2961916731875238	-0.3111608337767637
TAP1	0.5634470587696475	0.3226077043390768	0.5766670257191355	0.3045220678553472
ICOS	0.5618359047586468	0.32430358600113013	0.8502549516151827	0.33949204408660416
TLR5	0.5603806002895426	0.3258373520398668	0.6054776873426431	0.1616047320355519
CCL22	0.5601895043656133	0.32603888641330964	1.1651638744493984	0.6051116299818491
SSX4	0.5598939688770934	0.3263506271826675	1.5577518148113678	-0.015153592773827019
DUSP4	0.5597273501538671	0.3265264153435544	1.999177164088612	1.323507579694309
TNFRSF8	0.5587153283909075	0.32759464368625885	1.3514908273672108	0.34881828270742954
NFATC4	0.5584347964826268	0.3278909116382023	0.8951989572569442	0.04891654880391294
MAP3K7	0.5572272086361344	0.32916700694734347	-0.2051430336207023	-0.5166784172179513
TXK	0.5566747331090525	0.3297512405267494	0.4753553336339732	0.03273855326437573
CD84	0.555371547398175	0.3311303684661442	0.8559501773562106	0.3500815351308815
ITGA2B	0.5495253698216264	0.33733492811585325	1.8105823721314196	0.46456967656561216
CR2	0.546307038534693	0.34076279285630995	0.5271980000763612	-0.5227707940565075
POU2AF1	0.5457425504824551	0.3413649213170444	0.8507250691704187	0.23777906518877873
CCR3	0.5434945097911932	0.34376548040020016	1.8945548127474865	1.0570980469813371
PIN1	0.5421456121336022	0.34520789554707043	-0.023045386391235746	-0.382816708055543
IL17RA	0.535620860689473	0.35220600693420107	0.680991394469532	0.3690670716682377
RELB	0.5341876198388346	0.3537478531411387	0.6930139278525388	0.595940267142429
LY86	0.5334080671882993	0.3545871715528003	0.4268841073507838	0.17451426011978524
ICAM3	0.5330553018561799	0.3549671426732455	1.0378141540238095	1.3524545398818626
TNFSF11	0.5286897890958933	0.35967756290978814	0.33384224174922605	0.08447363552399698
IL21R	0.5268614462754238	0.3616548586196904	0.9713256108440873	0.3051843417302633
FUT7	0.5248122781823281	0.36387410491672423	1.5346701179041076	0.23321556932278908
CXCR4	0.5179575080171503	0.3713216675419004	0.6734281394726388	0.7241787577904856
CD86	0.5076474605818359	0.38259132947008556	1.1323358924135847	0.9692600519638873
SYT17	0.5047224980098122	0.38580315137788873	0.5545944868168514	-0.594559901177299
ITGB2	0.5041565252397855	0.38642536762460505	0.9176293234798306	1.4430689366608322
IL6ST	0.5039672997043902	0.3866334505517295	0.5000361198942912	0.6585369737847125
TNFRSF4	0.5017550269867612	0.3890681586493464	1.0086797106748322	0.4019440271494755
CR1	0.501499282136033	0.3893498511316775	1.5468479786423976	1.125519520193743
CD180	0.5006522679264935	0.39028314711212053	0.573463610689166	0.12438148951623162
CARD9	0.4997883160473476	0.3912356503823278	0.9710496962942461	0.24724510927065194
RPS6	0.49968733219507994	0.3913470204691936	-0.9891962431418164	-0.9689743484302191
IRF1	0.49562941039548036	0.39582847742607186	1.0229590949818061	0.9596383786668365
IL2RB	0.4948379102597942	0.39670398683582336	0.6304893668366591	0.1301716956214869
TLR9	0.4945998304295696	0.3969674251990178	0.9100874138687228	0.22069363624856683
IRAK4	0.4906735555258495	0.4013178024656956	0.18311313789686084	-0.5219229202018665
CCL17	0.49060960968044304	0.4013887473053817	0.8438411887880097	0.12435010904752093
TAB1	0.48824342171798063	0.4040159758439575	-0.048516381668377837	-0.80908443969657
CD33	0.487305359622577	0.40505863140078857	0.8722482284768172	0.3992299502275828
IKBKB	0.4848800622697265	0.4077572422977313	0.19270281570035	-0.6900922335661271
PSEN2	0.4833054201995413	0.4095115599453561	-0.0590017140530474	-0.49237097633526455
TLR7	0.4777449672139571	0.4157203859838614	0.7270055246075116	0.069017081066075
RAG1	0.47306789809523264	0.42095941209143656	0.46260433787230315	-0.02304691223912326
IL22	0.4722747886748621	0.4218493030873756	1.2168415748317738	0.11736750532104942
IFNB1	0.4715556234225889	0.42265659764702024	2.1553660103350207	-0.02468980288946482
BTK	0.4706902277739046	0.42362850900192295	0.9423318006433746	0.8886281706681389
CSF3	0.4704396768106729	0.42390999360401943	1.0546680473281107	2.1170335829243054
RORA	0.46855754845365	0.4260258544566665	0.9299877723773511	0.1832049458355443
CD1B	0.46840111094805315	0.4262018270354828	0.40705485942567005	0.09666956604516741
TRAF3	0.46186127743250177	0.4335730142829095	0.5731182702006427	-0.13013750489450143
IGF1R	0.45886760797398224	0.43695673576310884	0.675533044215934	-0.06405420931793185
KIR3DL1	0.4506619728723243	0.44626157169238606	1.1918820980231923	0.027947430172514404
LAIR2	0.45007295859184787	0.44693116510670183	1.3919472102678787	0.3269752994413428
MAGEA3	0.4500066180782629	0.44700659518224944	1.7317506485360805	0.7759662818866083
EBI3	0.4451532291119058	0.45253259101395343	0.008420074396622157	0.679212351865428
PRG2	0.4447699757328253	0.45296959537878684	1.8349439450427674	0.7543002470543121
TNFRSF18	0.4379973126787218	0.46070734952162923	0.691363911955554	0.3034550271945774
ECSIT	0.43474400852529105	0.4644343938045158	-0.14834182475128355	-0.8157466141943488
IL12A	0.43466650061064493	0.46452326785821646	0.026656649170660175	-0.15810579261646449
MAPK14	0.4318251854572993	0.4677837889000633	0.104720474657789	-0.18050976484115555
LY9	0.4316897910265719	0.46793928249737465	0.5664522544646221	0.07093016529399429
CCR7	0.42512330029665474	0.47549388856065194	1.1347066425556593	0.7504588004690389
IRF2	0.42417720395383784	0.47658448870648495	0.650661042474515	-0.029277674802189235
NFKB2	0.4237571885698869	0.4770688271167302	1.2325330238897927	1.0410454565649956
IL13RA1	0.4226348293161915	0.47836358470016593	-0.17198409673812343	-0.25560375421390413
LCK	0.4211154824691116	0.48011749967151873	0.5216965232456875	0.08140524795546544
TFEB	0.4181701980733696	0.4835213804890114	0.4497412458825501	-0.15522343067462288
CD46	0.41581124485713955	0.48625130435601205	-0.6822358112455724	-0.41977201611832216
MAP3K1	0.4153373366961874	0.4868001311298969	-0.2309344896391588	-0.4086070384850145
ABL1	0.4146621416515438	0.48758229105867973	0.21957664545450725	-0.3872922818046435
PSMB7	0.4107068777579067	0.492169446863549	-0.21618160895386182	-0.35201789359226743
IL15	0.4094564726441906	0.49362148792173566	0.7450937635778081	0.24934017851356466
MICB	0.40490873404847044	0.4989100885580276	0.74961538171072	0.3165619205619547
TP53	0.40276765333451625	0.5014040150078285	-0.614367681681842	-0.7727400064552697
TIGIT	0.39403225515893997	0.5116054320952937	0.7634952481706987	-0.05736417712169413
FOS	0.39102350179965584	0.5151288292806022	2.476593794831802	2.898312579332006
TAPBP	0.3891904676952831	0.5172778050659977	0.5664121330512369	-0.06685110888099252
ATG7	0.3881762079646769	0.5184676599692942	0.5898570996736361	-0.05269009014805457
UBC	0.38766018975033656	0.5190732264278213	0.3368622792107203	0.15234041634202988
TNFSF8	0.3840224413923282	0.5233462913613521	1.0045112208336906	1.0777078690739768
IL26	0.38221309293908695	0.5254742489200626	0.8134976956149107	-0.09076517521194492
JAK3	0.38018865389970674	0.5278572157049614	0.1989478301978922	0.40335107889346417
LY96	0.3771115547904832	0.531483371952915	1.1715404350519036	1.757702870424359
CXCR5	0.3715385602185254	0.5380632386041022	0.9919728268869281	-0.17325874676464614
STAT5B	0.36895314325218237	0.5411211529550586	0.08468333379333189	0.059302558989499855
JAK1	0.3682370405006954	0.5419687255665716	0.11540353614764882	-0.01559597684926981
PLA2G6	0.36342827019474244	0.5476670120213082	0.23196062093680148	-0.7824297433972633
TNFRSF13C	0.36296775700449435	0.5482133153724086	0.8580624067084788	-0.22908381104478992
FCER1G	0.3583080568051506	0.5537469731853439	0.8237177646671607	1.157461161950217
CLEC4C	0.35509553604657373	0.55756821204374	1.0865540914337921	0.250379331809374
IL19	0.3504971460185544	0.5630465915752966	1.2514307390423707	0.1023806801925911
SH2B2	0.34807421378996717	0.5659372607099801	1.156324088410527	0.40354012143160134
CD70	0.3460555339919155	0.5683477584713746	2.4239190774810067	1.462004139335986
CD8B	0.3400949098474683	0.5754764368351256	0.12774094613830494	-0.848689925386679
CSF1R	0.3368868466511981	0.579319950438791	1.0158222273052269	0.5221449434220087
CCR2	0.3355913527623074	0.5808733864532936	1.2553268595626024	0.26048322513949457
ITGA6	0.33394657834625346	0.5828467436310506	-0.13879118216884406	0.027014407333477486
IL27	0.33344656683068113	0.5834468865145528	1.3842669561993024	0.3401562120229971
PTPRC	0.32986592291460565	0.5877478620468843	0.9265887925846925	1.4893587340432288
CD22	0.32463684964163086	0.594039116127241	0.5808985653355617	0.08451332138209575
PAX5	0.3240327026221521	0.5947667575639339	1.1299367196046282	-0.08471791386617855
KLRF1	0.3216003683045956	0.5976978953390762	1.1753739332520508	0.031972750105480084
TICAM2	0.3156447715897534	0.604885575270894	0.8379156959324444	0.3333722593122887
TAP2	0.3131706836666247	0.6078759328302146	0.6710354151932227	0.18857777578112778
CCL15	0.3113473755990215	0.6100813580258819	0.12366968986799734	-0.6059349664139114
KLRC1	0.30638807946937663	0.6160869812543672	0.8398002452540594	-0.1467900713377741
TIRAP	0.3035378578739368	0.6195431236882866	0.5849978957761929	-0.43346733578550933
ATM	0.30203858698774644	0.6213624451648457	1.1451827941222887	-0.2763669366749827
MSR1	0.2982446647692128	0.625970298424676	0.8688176329908494	1.0527780416346937
IL17F	0.29685950435940983	0.627654056187129	1.5829025232622764	0.25437604348712084
C3AR1	0.2961604134079774	0.6285041379405558	1.1461910600208012	0.8739557319984972
IL3RA	0.2940806396065442	0.631034243571067	0.842513671316674	0.8802548439333963
AICDA	0.29142427777164953	0.6342682479765755	0.8551728675828759	0.012118052624355061
LTF	0.28649728008218545	0.6402738781409493	0.7799880468395534	-0.3278171553222741
CLEC6A	0.2747715038051222	0.6546035487193842	1.053508359750385	0.35110895735226855
IL10	0.27416325239852213	0.6553482568005965	1.5238300900690132	0.9314703203669167
CD80	0.26565058996382324	0.6657846171459044	0.967745513083169	0.5789017989514531
CCL1	0.26428091640514567	0.667466207944491	1.758251431100429	0.5701919512066994
MAPK11	0.26101505516160245	0.6714784414980557	1.133896240530992	0.2649523321643535
CCL26	0.2509151715032901	0.6839095487601506	0.9357714969117902	0.39706838347062545
STAT6	0.24793695228585683	0.6875816835862504	0.3761160051561216	-0.23980924074024657
ST6GAL1	0.24322882404832127	0.6933926722702674	-0.2935909437636582	-0.7146371372101744
IKBKE	0.24265863188974574	0.6940969130456062	0.23888243506737972	-0.40260430602031194
IL1RL1	0.2404133723288969	0.6968710232794131	1.392071151117353	0.8517717029052155
PMCH	0.2379993353371362	0.6998554380103279	1.724203014188846	0.1958784858768968
SBNO2	0.23057539940608718	0.7090447768459643	0.8879890975341758	0.48297200464178386
IL5RA	0.22304545732902642	0.7183823138778561	1.3220527542057559	0.22757539475156557
LTB	0.22178479354482297	0.7199472356154428	0.6195448203048037	0.791500192162063
C8B	0.21970544394854236	0.7225294352092142	0.8974361866406451	0.05908111891094768
CYBB	0.2179007163444521	0.7247716062931262	0.9623578536688691	0.7589485230491848
KIR3DL2	0.21642971545415027	0.7265998447274978	1.6683299989311458	-0.09203718368487078
CRP	0.21496868308241363	0.7284162983302845	1.1876698139119228	-0.015471025643574901
RORC	0.21449992633596016	0.7289992151763506	0.745939335326965	-0.7713006814031415
IRF5	0.2136925613145544	0.7300033482585525	0.34954972797320244	-0.13624091248530085
IRF3	0.21348398198118962	0.7302627913252074	0.26027231216099744	-0.3350830081728889
MICA	0.21007841831652077	0.7345005321463167	0.9450871249360544	0.05114845516457054
SEMG1	0.19673596234209906	0.7511333902908197	1.6819050519300305	0.5570131076441112
FCGR2B	0.19385310759240668	0.7547332755603378	1.0360734883981446	1.0973533138937055
CCL25	0.18444276330325562	0.7664985663193367	1.170731394398307	0.003349984572319442
BTLA	0.17592745468249776	0.7771631050614173	0.8809895742904168	0.2068882471871863
DDX43	0.16029630782526375	0.7967818382608535	0.9969197197662897	0.1395627936396086
DEFB1	0.15758237299024677	0.800193401344015	0.9931598802077293	0.03851171708963639
MR1	0.15582395274875377	0.8024046314133234	0.8536081244233455	0.191596224254374
PTGDR2	0.15571157120016407	0.8025459734630079	0.84962668357618	0.11505974339836329
ATF2	0.14984415309109195	0.8099288900878855	-0.23302761521278584	-0.3657610341167433
MAP2K1	0.14915803986200074	0.8107926588160219	0.23235699810574495	0.03303364819657686
HAVCR2	0.14179689515550822	0.820065428762844	0.9587119309071979	0.683273076610431
IL34	0.13913167692353184	0.8234252453393915	0.37525329566353943	-0.06195028621102287
CXCR6	0.1358423844747165	0.8275735290121022	0.4692316940543332	-0.22025798196111385
NLRC5	0.13372877997192847	0.8302400962492634	0.9783942206815824	0.17281509316732047
CASP8	0.12607726683428197	0.8398997323508752	0.47417521720092387	0.21890869295651677
CD55	0.12392855970882201	0.8426140919557328	0.9577220553641373	1.8252877023026002
IL13	0.12030619440202317	0.847191709341459	0.8512909615118003	0.6139616374669651
BLK	0.11889901551402834	0.8489705240713484	0.50633499643464	-0.2698324108994894
IL12RB1	0.11193298556162584	0.8577806583753996	1.250874999874007	0.36588074753493566
XCL2	0.10346081589670054	0.8685049867774965	1.1578996115062483	-0.20072408338409514
SPACA3	0.09948072597470545	0.873546434908377	1.0491820414453539	-0.5288020899794273
STAT4	0.0972767872811125	0.8763389637607341	0.8509997594332276	0.6236861364100865
FAS	0.09297755349049207	0.8817880902796087	0.6508403489548639	0.8863375394431566
IL5	0.07910672857120696	0.8993833345051692	1.4328756722380394	0.4568054811286474
SSX1	0.06761973819165991	0.9139695318066849	1.4852702356513998	0.011453174541858239
NCF4	0.06339087769136878	0.9193423157868605	1.0812634009405169	1.2358950605249017
REL	0.06241033753722315	0.9205883060257928	0.39092874800124805	0.24974355645012425
KIR3DL3	0.05653903901763634	0.9280506315364022	0.49060496935340303	-0.014632541975757299
TBX21	0.05420653273947687	0.9310159136168952	1.0404378889221308	0.24909100589093675
IL4R	0.046852344022837854	0.9403675749475128	0.5507841249129379	0.21382494287308465
CD1C	0.04060298837599284	0.9483168778061479	0.5801457756001074	-0.003464952241871855
LRP1	0.0406027952885371	0.948317123449998	0.7777697198629034	-0.10726388260963349
TOLLIP	0.03706366679485056	0.9528198804750004	0.2841511921683967	-0.29825209482158915
IL1RL2	0.0364578562985986	0.9535907009896223	0.7357588955976719	-0.08012072830763554
CCR4	0.019214430748096263	0.9755369323890124	1.195181306760162	0.08396404497297127
ROPN1	0.017319183293719075	0.9779496334023215	1.4821952766105633	-0.14004083149382113
TNFSF18	0.012164763482576207	0.9845117240958431	0.3389512557746491	0.10232633503532902
HAMP	0.010328158497683133	0.9868500139710701	0.6464181170714254	0.42444478982105427
IFNAR2	0.005151796155104002	0.9934405584248447	0.5200036158450277	0.2354717657620303
IL2	-0.029508375770666753	0.9624342222690868	0.6873305126044313	-0.06344690185899352
PLA2G1B	-0.03917017314863686	0.9501397428910087	0.4331387465625271	-0.025002616193022742
SLAMF6	-0.044083676692204046	0.9438891047950612	0.45043479403744396	0.29887764191605853
MAP2K2	-0.04848211758239811	0.9382948418493864	0.47096262368467734	-0.14395987526798742
IL9	-0.050170575606254625	0.9361476475136848	0.5892299166528333	0.04924050759364166
LBP	-0.055191981450955115	0.9297630798603053	0.9684167900478853	0.6322661234895774
XCR1	-0.0694570201981259	0.9116357329424697	1.024381290532626	0.1820058159856203
CD6	-0.07166103066347213	0.9088364944723686	0.4976888258428425	0.14787647911500393
CCND3	-0.07660630758609614	0.9025573048581175	0.6230735817981715	-0.043794548419732585
C6	-0.07844658116863037	0.9002212481580434	0.9766547536397667	0.09620084228162766
TARP	-0.0926097259263432	0.8822544021916953	1.1000020871654277	0.3273441564415599
CXCL16	-0.12918280917666278	0.8359779718960497	0.687251863986851	0.5466426506758776
MASP2	-0.1637669159758968	0.7924213184872367	0.802313910668065	0.12317803813788084
LAMP2	-0.17388385936238118	0.7797249818559769	0.364260382896415	0.19569855570375855
SH2D1B	-0.1741170074636508	0.7794326568017664	0.9289147464315978	0.21352978260210076
TRAF2	-0.17486496074863955	0.778494942940361	0.3687703761127146	-0.3854144155018349
IL17B	-0.1759352184137933	0.7771533741549923	0.5350201227691331	0.22235316739676986
LTA	-0.1774835709045992	0.7752129748976792	0.8703434224937976	0.3155034953212792
C9	-0.18598955652885815	0.7645632038312571	1.7624142291114993	0.06201837928039448
GATA3	-0.18734482774276134	0.762867949314285	1.4087498604879412	0.1871461749873571
MRC1	-0.1908784984129863	0.7584499281315321	0.5912988188690228	0.7309626460515454
MAPKAPK2	-0.20002676045958517	0.7470266941261451	0.38752465325786095	0.053331752388014485
CTCFL	-0.20677622833700074	0.7386126696069586	1.4084486798636493	0.07646646483368436
IFNL1	-0.22032002209289903	0.7217661037504708	0.5981727735679454	0.09668608106530298
PDCD1	-0.22371414773019593	0.7175524245258322	1.0061676188778246	0.15832856576677773
RRAD	-0.23351207923607328	0.7054077387471815	1.72475953378942	0.9916353216835914
TNFSF4	-0.24014201689100326	0.6972064020370997	1.0734645670967147	0.24602939350775405
CCL16	-0.2485193355458866	0.6868633783843048	0.4333349103905434	-0.03165905793669117
CD40LG	-0.26765116770710945	0.6633296294494525	1.4072731541347725	-0.011465296854009632
KLRC2	-0.26857236567987836	0.6621996664493238	0.33323327490959187	-0.3295491748070643
CASP10	-0.28014021046983356	0.6480362869808959	1.0752046789756828	0.17478520896245753
IL11RA	-0.2867375394672419	0.6399808047133322	0.7446383187728085	-0.2581180753733559
ICOSLG	-0.2948628723018452	0.6300824351093797	0.5940244748022223	-0.09544662628184215
IL22RA2	-0.30018113210812464	0.6236176695397606	0.31953488529835966	0.015387670706160372
ATG12	-0.3045963606299823	0.6182592102661474	0.5140810245584309	-0.041080125701443926
FUT5	-0.3207375501807262	0.5987382690946398	1.161086733517172	-0.17632943862786649
BMI1	-0.3331085868065812	0.583852613567999	-0.0023115375901697987	0.010305619440248038
MAGEA4	-0.3533755069802876	0.5596162123217334	0.6183512715122592	0.0622310956494835
CD1E	-0.36121772050533385	0.5502903286052743	1.103998668899451	-0.030068542143843045
GZMM	-0.36562072112369615	0.5450675710474426	0.829571334938338	0.19040901574565583
CCR6	-0.3791020801565168	0.5291371068786093	0.6268138189149878	0.15217299891196995
MAGEB2	-0.38226034802881326	0.5254186506896862	1.3178575946371673	0.01546801739811594
CD1A	-0.4145949273323271	0.4876601680032405	0.9218606467473232	-0.07938014890357628
MERTK	-0.4474291617047447	0.4499393794262366	0.3055930770743453	0.1442595083338841
FCER2	-0.4541997291426528	0.44224454342195835	0.296787794857865	0.033967577837969845
IL4	-0.4628742738085576	0.43242937535368525	0.9335238529783453	0.017603888884505738
REPS1	-0.4770660904638888	0.4164798956498818	-0.24752785938634894	-0.5039588791786975
LILRA4	-0.4965705055364893	0.3947880875338709	1.400588545507659	0.11966843955894291
IL1RAPL2	-0.49851260761292	0.3926431158350207	0.7069422475639694	0.0033497503228242798
CTAG1B	-0.4988227596046754	0.3923008211059285	0.15679674293919357	-0.01260227517159462
IL21	-0.5008650655177215	0.390048622988362	1.157378370086216	0.03406367562069258
IL12RB2	-0.5035480524919806	0.387094572852635	0.3628782533222881	0.0064518433651922225
FADD	-0.5172004877721345	0.3721463872071546	0.7139774274065898	-0.18610616803895522
RELA	-0.5465554172532533	0.34049793590418675	0.38557760547018544	0.09583238890785024
NFATC2	-0.5526277550441703	0.33403876845453334	-0.09641660994405576	-0.47025862868117596
IL12B	-0.5980790653814934	0.28671538670708313	1.2096333023534185	0.09615861220205654
CKLF	-0.5989196246463502	0.2858579979439329	0.13976796544544232	0.3033122413125719
CCL23	-0.6060993165639679	0.27856212396542934	1.321919907874119	0.5308903618130857
IGLL1	-0.6110736012041612	0.2735366185018057	0.8502835310287583	0.013519483552416861
CCR9	-0.6495456491902609	0.23551454680225017	1.3018188777597501	-0.04093728013516013
TYK2	-0.655785846504362	0.22949487765787285	0.30180899985488896	-0.08598296520479157
TREM2	-0.6593195302761735	0.2261051278014996	1.023399773275925	0.4551097878431854
CD207	-0.7151056298252098	0.1745296616322967	0.8765863901653566	-0.11720286257281605
CREB1	-0.7291373142922677	0.16217121875720708	-0.16220169061965706	-0.25510381598837456
NEFL	-0.7628009452863241	0.13363290713947087	1.1177823782918501	0.04002346535154825
EP300	-0.7916728926350896	0.11050777877210467	-0.03130833966206481	-0.29989268955240905
CLU	-0.7954434572801587	0.10758651204700868	1.1480517037591007	1.523333719266511
EWSR1	-0.861516652016839	0.0605615080929588	-0.26645260730217046	-0.7079273757039551
CD160	-0.9193843015953393	0.02714193197232341	0.3111370485753344	-0.0329584090391023
