gene	good_median	bad_median	good_mean	bad_mean	MW_P_1s	MW_P_2s	direction	BH_q_1s
BCL2	-0.5788974091767991	-0.8197728638607034	0.3493237500539533	-0.39169357041081176	0.2	0.4	good>bad	0.8998459167950693
ITGAL	1.2109880871783973	0.8293289343749751	1.5695965184287817	0.5425151357995165	0.2	0.4	good>bad	0.8998459167950693
BST1	2.0160982869899873	0.6612761439069834	1.7721474994862934	0.9206887869027115	0.2	0.4	good>bad	0.8998459167950693
BST2	1.8918345570178354	0.618219552443836	1.633057308111508	0.5238538816523052	0.2	0.4	good>bad	0.8998459167950693
TNFRSF1B	2.080540831370411	0.7474202060961512	1.5585061500960806	0.900929140726058	0.2	0.4	good>bad	0.8998459167950693
ZNF205	0.1129135945872407	-0.8402975195086408	0.344224586748481	-0.37837343792349176	0.35	0.7	good>bad	0.8998459167950693
TNFRSF4	1.518757068731654	1.2523668926962994	1.454060577133723	0.8080154952322786	0.35	0.7	good>bad	0.8998459167950693
TNFRSF8	1.2093976281965984	-0.14786175629463183	1.3155916139573838	0.8436125277599521	0.35	0.7	good>bad	0.8998459167950693
TNFRSF9	1.2614502137620625	-0.047471656977446125	1.357026834807608	0.514681953334852	0.35	0.7	good>bad	0.8998459167950693
ULBP2	0.6381907101630658	0.2036176140652759	0.5925439376048955	1.1812455496624783	0.35	0.7	bad>good	0.8998459167950693
C2	0.5872906063497596	-1.1800255186791972	0.3686871895274429	-0.9657459068826691	0.35	0.7	good>bad	0.8998459167950693
TNFSF18	0.34966748870307895	-0.5090730191381209	0.3435109674036331	-0.3604769894792148	0.35	0.7	good>bad	0.8998459167950693
CTSL	1.5116754179288245	1.5004663278728505	1.611271612556963	1.1179139734691201	0.35	0.7	good>bad	0.8998459167950693
CX3CR1	0.9797090175832407	0.14150032674427254	1.2331502476882261	0.8022402746126366	0.35	0.7	good>bad	0.8998459167950693
CXCL1	1.2886693293033091	-0.4319211950104247	1.2381746587539741	0.2965041716180346	0.35	0.7	good>bad	0.8998459167950693
CXCL11	0.9594186267155448	0.7542586097890641	0.9060458810661768	0.5517086761668483	0.35	0.7	good>bad	0.8998459167950693
CXCL16	0.6489631118549527	0.25923439290357164	0.8908622737810218	0.38662816837505815	0.35	0.7	good>bad	0.8998459167950693
NRP1	1.405451749049639	1.3752889487134197	1.617216648462227	0.725297874875347	0.35	0.7	good>bad	0.8998459167950693
