gene	tag	good_mean	bad_mean	MW_P_1s	MW_P_2s	direction	BH_q_1s
TNFSF13B	post	1.4437901498392938	0.030660625230939573	0.05	0.1	good>bad	0.46496815286624205
TLR1	post	1.3856251519608545	-0.05602194963327506	0.05	0.1	good>bad	0.46496815286624205
ST6GAL1	post	0.565007811448421	-0.9533673414295011	0.05	0.1	good>bad	0.46496815286624205
STAT1	post	1.3431110282613041	-0.7920506273514406	0.05	0.1	good>bad	0.46496815286624205
CD1B	post	1.156462439020548	-0.374791790636447	0.05	0.1	good>bad	0.46496815286624205
SOCS1	post	0.5762805153960245	-0.5477626902366576	0.05	0.1	good>bad	0.46496815286624205
TNFRSF11B	post	1.3629484385834234	-0.5231917920529833	0.05	0.1	good>bad	0.46496815286624205
IL7R	post	1.5233961909573608	-0.652636186529334	0.05	0.1	good>bad	0.46496815286624205
LCP1	post	1.4878897802338926	-0.10223776531564642	0.05	0.1	good>bad	0.46496815286624205
STAT4	post	1.1853556686978532	-0.11916796382637736	0.05	0.1	good>bad	0.46496815286624205
SYK	post	0.7680887447013734	-0.9910801243645606	0.05	0.1	good>bad	0.46496815286624205
TAP1	post	1.1131110923176852	-0.6981282306854633	0.05	0.1	good>bad	0.46496815286624205
TBK1	post	0.8872019798947465	-0.3741836537824434	0.05	0.1	good>bad	0.46496815286624205
STAT5B	post	1.0943256577596339	-0.9511919157649054	0.05	0.1	good>bad	0.46496815286624205
IL1RL1	post	1.3439934335138244	0.05486296615429892	0.05	0.1	good>bad	0.46496815286624205
MAP3K1	post	0.8169441357395648	-1.1478104368874147	0.05	0.1	good>bad	0.46496815286624205
CD2	post	1.127148204457152	-0.12566267150564858	0.05	0.1	good>bad	0.46496815286624205
HLA-DMA	post	1.1193434572999232	-0.12644286100841376	0.05	0.1	good>bad	0.46496815286624205
MAP3K7	post	0.44112023462650923	-1.0723276493939602	0.05	0.1	good>bad	0.46496815286624205
CD47	post	0.7035249530910145	-1.0640102091628805	0.05	0.1	good>bad	0.46496815286624205
IL13RA2	post	1.367218809463233	-0.7373269752121271	0.05	0.1	good>bad	0.46496815286624205
IKBKB	post	1.3219641068880175	-0.8699684049911163	0.05	0.1	good>bad	0.46496815286624205
RELA	post	0.9788153521994493	-0.46102596648918565	0.05	0.1	good>bad	0.46496815286624205
RIPK2	post	1.0854443518803865	-0.5585926360915868	0.05	0.1	good>bad	0.46496815286624205
IDO1	post	1.4843430710557144	-0.7508799341107316	0.05	0.1	good>bad	0.46496815286624205
IFI16	post	1.3317883154693295	-0.2944394020609475	0.05	0.1	good>bad	0.46496815286624205
IFIH1	post	1.3777023910782216	-0.41800884045799563	0.05	0.1	good>bad	0.46496815286624205
IFITM2	post	1.276663455323426	-0.2729122551671655	0.05	0.1	good>bad	0.46496815286624205
ICAM3	post	1.3490922292838539	-0.2558487673032865	0.05	0.1	good>bad	0.46496815286624205
HLA-DRA	post	0.9164715062214689	-0.4814077534368149	0.05	0.1	good>bad	0.46496815286624205
HLA-DPB1	post	1.0183175370405324	-0.3596881007641825	0.05	0.1	good>bad	0.46496815286624205
HLA-DMB	post	1.0540836997147613	-0.18281991643012444	0.05	0.1	good>bad	0.46496815286624205
GTF3C1	post	1.0484549873676539	-0.5074505840549115	0.05	0.1	good>bad	0.46496815286624205
GZMB	post	1.0396328197672207	-0.7929882822430444	0.05	0.1	good>bad	0.46496815286624205
FOXJ1	post	0.9079214588013205	-0.3379879736001931	0.05	0.1	good>bad	0.46496815286624205
CXCR4	post	1.5917553479990338	-0.6438174901648602	0.05	0.1	good>bad	0.46496815286624205
NFATC3	post	0.5125954862932735	-0.8133568847006541	0.05	0.1	good>bad	0.46496815286624205
DUSP4	post	1.4104681173076585	0.01217901531392207	0.05	0.1	good>bad	0.46496815286624205
DOCK9	post	0.4278220335571084	-1.2487012963208646	0.05	0.1	good>bad	0.46496815286624205
NFKB1	post	0.9911359355306452	-0.8934585000658201	0.05	0.1	good>bad	0.46496815286624205
PSMD7	post	0.6112233552609468	-0.8478851388960343	0.05	0.1	good>bad	0.46496815286624205
PYCARD	post	0.9806057216490999	-1.3118235781109127	0.05	0.1	good>bad	0.46496815286624205
CREB1	post	0.615128568777548	-1.1018201264191878	0.05	0.1	good>bad	0.46496815286624205
CFI	post	1.0894619060018693	-0.6548858278449782	0.05	0.1	good>bad	0.46496815286624205
PLA2G6	post	1.0314296854289149	-0.8530548671072514	0.05	0.1	good>bad	0.46496815286624205
PSMB9	post	0.9593924632778913	-0.6521580567816159	0.05	0.1	good>bad	0.46496815286624205
PLAU	post	1.353879057970828	-0.6872559434448081	0.05	0.1	good>bad	0.46496815286624205
NLRC5	post	1.0309106000077126	-0.28647389441961074	0.05	0.1	good>bad	0.46496815286624205
CD74	post	1.1119702441669133	-0.6449729549698081	0.05	0.1	good>bad	0.46496815286624205
CD81	post	0.9348411960859867	-1.0029995692382423	0.05	0.1	good>bad	0.46496815286624205
ENTPD1	post	1.229340758086378	-0.19512140110383272	0.05	0.1	good>bad	0.46496815286624205
CASP8	post	1.3868767408393543	-0.695027945703405	0.05	0.1	good>bad	0.46496815286624205
BMI1	post	0.9906232277833436	-1.0260468066771244	0.05	0.1	good>bad	0.46496815286624205
BST2	post	1.4520601334182526	-0.37360453853634734	0.05	0.1	good>bad	0.46496815286624205
BST1	post	1.4622311984438767	-0.11581305524937359	0.05	0.1	good>bad	0.46496815286624205
ATG10	post	0.9273031844593772	-0.41885551523996445	0.05	0.1	good>bad	0.46496815286624205
C2	post	0.7079786504447654	-1.006508009122376	0.05	0.1	good>bad	0.46496815286624205
CXCL9	post	1.09399603643152	-0.8038533288420187	0.05	0.1	good>bad	0.46496815286624205
ANXA1	post	1.2573013650759173	-0.052574699860171215	0.05	0.1	good>bad	0.46496815286624205
C1S	post	1.0879545723184443	-0.12489834664015483	0.05	0.1	good>bad	0.46496815286624205
CXCL1	post	1.1368608973874517	-0.36952148220144326	0.05	0.1	good>bad	0.46496815286624205
CXCL10	post	1.2225332240793192	-0.9491911310221225	0.05	0.1	good>bad	0.46496815286624205
CXCL11	post	1.2894030803892165	-0.560525801772703	0.05	0.1	good>bad	0.46496815286624205
CTLA4	post	1.148333148541215	-0.8927570347737719	0.05	0.1	good>bad	0.46496815286624205
ITGA2	post	0.9374299470632792	-0.9160469418119312	0.05	0.1	good>bad	0.46496815286624205
IL17A	post	0.2964873674307238	-0.2754083158896273	0.1	0.2	good>bad	0.46496815286624205
IL17RB	post	0.12857233198447396	-0.8960709898902023	0.1	0.2	good>bad	0.46496815286624205
IL10RA	post	1.2208802534482415	-0.12749409347246163	0.1	0.2	good>bad	0.46496815286624205
IGF2R	post	1.2974753198377738	0.011415240601751623	0.1	0.2	good>bad	0.46496815286624205
MAPK14	post	0.7494253815921795	-0.6986231598546789	0.1	0.2	good>bad	0.46496815286624205
MAPKAPK2	post	1.0582383293871145	-0.512721900199721	0.1	0.2	good>bad	0.46496815286624205
MEFV	post	1.2888250624725324	-0.03408572904991125	0.1	0.2	good>bad	0.46496815286624205
CD200	post	1.1081766712403438	-0.17112450513589983	0.1	0.2	good>bad	0.46496815286624205
CD5	post	0.716694649623464	-0.33926086868616995	0.1	0.2	good>bad	0.46496815286624205
IL1R1	post	1.339894599216308	0.16111819452096202	0.1	0.2	good>bad	0.46496815286624205
MAP2K2	post	0.9076097671093882	-0.16769446282864878	0.1	0.2	good>bad	0.46496815286624205
LY96	post	1.1911293979719926	0.07818086894621196	0.1	0.2	good>bad	0.46496815286624205
STAT6	post	1.0368828050606262	-0.5168952468852915	0.1	0.2	good>bad	0.46496815286624205
TAP2	post	1.1028737502871933	-0.41679294314741117	0.1	0.2	good>bad	0.46496815286624205
TAPBP	post	1.1363617885773711	-0.47659347495055365	0.1	0.2	good>bad	0.46496815286624205
LYN	post	1.082921501649726	-0.3895656415733327	0.1	0.2	good>bad	0.46496815286624205
STAT3	post	1.1663336615353919	-0.29741114742819824	0.1	0.2	good>bad	0.46496815286624205
IL15RA	post	1.0726527410493114	-0.3140049150237234	0.1	0.2	good>bad	0.46496815286624205
JAK3	post	1.090230134613914	-1.0133834679911367	0.1	0.2	good>bad	0.46496815286624205
IL9	post	0.8593173084024429	-0.26616846028194874	0.1	0.2	good>bad	0.46496815286624205
ILF3	post	0.3100242588485585	-0.9872177455737564	0.1	0.2	good>bad	0.46496815286624205
INPP5D	post	0.5227298840190068	-0.6003769583743629	0.1	0.2	good>bad	0.46496815286624205
LAMP2	post	1.0621075494502779	-0.18274888822451374	0.1	0.2	good>bad	0.46496815286624205
IRAK2	post	1.11753270612599	-0.04625292918235835	0.1	0.2	good>bad	0.46496815286624205
IRF1	post	1.110418549655877	0.05990111020487737	0.1	0.2	good>bad	0.46496815286624205
IRF4	post	0.6825065705158373	-0.5781759568961754	0.1	0.2	good>bad	0.46496815286624205
IRF3	post	0.9158641524135449	-0.618682598180417	0.1	0.2	good>bad	0.46496815286624205
IRF8	post	0.5236283760513657	-0.8000347868373359	0.1	0.2	good>bad	0.46496815286624205
RUNX3	post	0.8665048727904833	-0.04743643332701349	0.1	0.2	good>bad	0.46496815286624205
HLA-DRB3	post	1.1797532189400173	-0.18416156790437588	0.1	0.2	good>bad	0.46496815286624205
HLA-DOB	post	1.1292316083574752	-0.09382929417836905	0.1	0.2	good>bad	0.46496815286624205
FPR2	post	1.2463604632264607	0.04445899299474276	0.1	0.2	good>bad	0.46496815286624205
FCGR3A	post	1.3723628023322447	-0.1091991360633796	0.1	0.2	good>bad	0.46496815286624205
FCGR2A	post	1.2239411046290827	0.29944849850989225	0.1	0.2	good>bad	0.46496815286624205
EWSR1	post	0.37877207168682614	-0.9369072191394201	0.1	0.2	good>bad	0.46496815286624205
EOMES	post	0.8672506662315129	0.17436693077656396	0.1	0.2	good>bad	0.46496815286624205
ETS1	post	1.264047536980322	-0.2915705485289977	0.1	0.2	good>bad	0.46496815286624205
SLAMF7	post	1.1189034584890418	-0.3012325724124238	0.1	0.2	good>bad	0.46496815286624205
SERPING1	post	1.061390822455803	-0.3944551478477034	0.1	0.2	good>bad	0.46496815286624205
SBNO2	post	0.9984379273774099	-0.4227738116187895	0.1	0.2	good>bad	0.46496815286624205
S100A8	post	1.2867292982479845	0.007205580650404775	0.1	0.2	good>bad	0.46496815286624205
SELL	post	1.3383324704359165	-0.014570112849062252	0.1	0.2	good>bad	0.46496815286624205
SELPLG	post	1.2417093324253548	-0.05345990852178717	0.1	0.2	good>bad	0.46496815286624205
ICAM2	post	1.2196345218693825	-0.3714248969025644	0.1	0.2	good>bad	0.46496815286624205
ICAM1	post	1.2959732977485403	-0.13585574905789213	0.1	0.2	good>bad	0.46496815286624205
IFITM1	post	0.5896268455246977	-0.9949450550785949	0.1	0.2	good>bad	0.46496815286624205
DDX58	post	1.1615369527831063	-0.21553847829398307	0.1	0.2	good>bad	0.46496815286624205
CD97	post	1.0972122486265736	-0.7079222068367704	0.1	0.2	good>bad	0.46496815286624205
OAS3	post	1.1433352594324828	-0.28300017130649624	0.1	0.2	good>bad	0.46496815286624205
IL1RAP	post	1.0752374141323686	0.14819428782316837	0.1	0.2	good>bad	0.46496815286624205
IL1A	post	1.2776109275329257	-0.09741075541486495	0.1	0.2	good>bad	0.46496815286624205
LILRB3	post	1.3958500185272709	-0.0924591135768904	0.1	0.2	good>bad	0.46496815286624205
LILRA5	post	1.3263787452101239	0.19497051103533095	0.1	0.2	good>bad	0.46496815286624205
LAMP1	post	0.7909087951611108	-0.5456765059457709	0.1	0.2	good>bad	0.46496815286624205
TLR8	post	1.4158530657159343	0.08904492166911306	0.1	0.2	good>bad	0.46496815286624205
TNF	post	1.337482108869789	-0.06398373982111945	0.1	0.2	good>bad	0.46496815286624205
TLR2	post	1.2765535447470893	0.13936562068149252	0.1	0.2	good>bad	0.46496815286624205
TLR4	post	1.2786798869284455	0.23750752153886687	0.1	0.2	good>bad	0.46496815286624205
ABL1	post	0.94373417477	-0.6180269994150991	0.1	0.2	good>bad	0.46496815286624205
ZNF205	post	0.6833471404976365	-0.700421566085141	0.1	0.2	good>bad	0.46496815286624205
CCL4	post	1.3982906683963792	-0.07126477839613932	0.1	0.2	good>bad	0.46496815286624205
TNFRSF9	post	1.2764314496819964	-0.34057705561076895	0.1	0.2	good>bad	0.46496815286624205
TRAF3	post	1.3062260074753647	-0.053951245284435366	0.1	0.2	good>bad	0.46496815286624205
CSF3R	post	1.3680401797811361	-0.11906438364182421	0.1	0.2	good>bad	0.46496815286624205
CSF2RB	post	1.1158901280407079	0.1877697727128875	0.1	0.2	good>bad	0.46496815286624205
CSF1	post	1.2340718538399187	-0.23630514267399091	0.1	0.2	good>bad	0.46496815286624205
CHUK	post	0.6617030550742254	-0.45996885558348516	0.1	0.2	good>bad	0.46496815286624205
PTPRC	post	1.304184833140315	-0.32742436925325846	0.1	0.2	good>bad	0.46496815286624205
CEBPB	post	0.9762419724596	-0.5192198019194432	0.1	0.2	good>bad	0.46496815286624205
PSMB8	post	0.6988319179832495	-0.8531356664054148	0.1	0.2	good>bad	0.46496815286624205
PPBP	post	0.8969154383178205	-0.19750097755175608	0.1	0.2	good>bad	0.46496815286624205
CDK1	post	0.26015396329532586	-0.990998987059775	0.1	0.2	good>bad	0.46496815286624205
NCF4	post	1.324749069174469	-0.08360686176538885	0.1	0.2	good>bad	0.46496815286624205
CYFIP2	post	0.7244570616442084	0.12622359389615304	0.1	0.2	good>bad	0.46496815286624205
NFKB2	post	1.3675179320401976	0.08249704488589453	0.1	0.2	good>bad	0.46496815286624205
NUP107	post	0.3972433655261338	-1.0849509056457307	0.1	0.2	good>bad	0.46496815286624205
NOTCH1	post	0.6088452981755067	-0.9280926861764223	0.1	0.2	good>bad	0.46496815286624205
CXCL2	post	0.7491631181462687	-0.23629167611817303	0.1	0.2	good>bad	0.46496815286624205
CX3CL1	post	0.9729888792447109	-0.4738599291909744	0.1	0.2	good>bad	0.46496815286624205
AMICA1	post	1.3616211984012736	0.09034696926883728	0.1	0.2	good>bad	0.46496815286624205
ANP32B	post	0.33339167444077855	-0.9079926557758814	0.1	0.2	good>bad	0.46496815286624205
CXCR1	post	1.3044590649738348	0.029779977985957218	0.1	0.2	good>bad	0.46496815286624205
CXCR2	post	1.3510309943449388	-0.15312727847297292	0.1	0.2	good>bad	0.46496815286624205
CXCL3	post	0.753172141170294	-0.3449812751302956	0.1	0.2	good>bad	0.46496815286624205
CTSL	post	1.2805299613504906	0.0840628316625504	0.1	0.2	good>bad	0.46496815286624205
CTSH	post	0.6375394351035303	-0.8525258874681141	0.1	0.2	good>bad	0.46496815286624205
THBD	post	1.2355592878911263	-0.22960070399428392	0.1	0.2	good>bad	0.46496815286624205
BATF	post	1.33200844559669	-0.3655455635432932	0.1	0.2	good>bad	0.46496815286624205
TYK2	post	0.9349355880988169	-0.6777894893960079	0.1	0.2	good>bad	0.46496815286624205
ITGAX	post	1.1780555791515277	0.06825847250419363	0.1	0.2	good>bad	0.46496815286624205
BIRC5	post	0.23865931871677107	-1.0278761830488197	0.1	0.2	good>bad	0.46496815286624205
BCL2L1	post	0.9390700582783365	-0.5798108618532009	0.1	0.2	good>bad	0.46496815286624205
TXK	post	0.9832978334644472	0.08038317175023317	0.2	0.4	good>bad	0.5270758122743683
C1R	post	0.9247663717370647	0.11698749440105509	0.2	0.4	good>bad	0.5270758122743683
TNFRSF14	post	0.7678185473163192	-0.5309258394159931	0.2	0.4	good>bad	0.5270758122743683
TNFRSF17	post	0.6104448546297527	0.041369155286475494	0.2	0.4	good>bad	0.5270758122743683
TNFRSF1A	post	0.7812415374356722	0.12039519907442038	0.2	0.4	good>bad	0.5270758122743683
YTHDF2	post	0.6041786794338955	-0.6227938190387675	0.2	0.4	good>bad	0.5270758122743683
TNFRSF4	post	1.0650541135835452	0.06598392259945474	0.2	0.4	good>bad	0.5270758122743683
TRAF2	post	0.5462918026942151	-0.19452138532123783	0.2	0.4	good>bad	0.5270758122743683
TNFSF15	post	1.1024511480765617	0.16667862408602585	0.2	0.4	good>bad	0.5270758122743683
BLNK	post	0.4922531949724626	-0.7240682618658486	0.2	0.4	good>bad	0.5270758122743683
AIRE	post	0.4175651859885119	-0.05048367660764145	0.2	0.4	good>bad	0.5270758122743683
AKT3	post	1.0608509501084347	0.12004985705373776	0.2	0.4	good>bad	0.5270758122743683
CXCL5	post	0.8983774509047642	-0.3146023051038456	0.2	0.4	good>bad	0.5270758122743683
CXCL6	post	0.9245319304294276	-0.06671302698917225	0.2	0.4	good>bad	0.5270758122743683
CXCL14	post	0.37152096438990223	-1.1258592078260232	0.2	0.4	good>bad	0.5270758122743683
CREB5	post	1.0987475499859232	-0.14214209407899694	0.2	0.4	good>bad	0.5270758122743683
CKLF	post	0.8689405177052807	-0.44721448246437384	0.2	0.4	good>bad	0.5270758122743683
CLEC5A	post	0.9627829327095657	-0.2835045588403675	0.2	0.4	good>bad	0.5270758122743683
CR1	post	1.262687357549727	0.19265717575843902	0.2	0.4	good>bad	0.5270758122743683
PTGS2	post	1.2622444799395771	-0.10182041896006755	0.2	0.4	good>bad	0.5270758122743683
PVR	post	0.46326509056764603	-0.6475488009029355	0.2	0.4	good>bad	0.5270758122743683
PRF1	post	0.7696075320123739	-0.16220833206534588	0.2	0.4	good>bad	0.5270758122743683
PSMB10	post	0.6569561925241334	-0.7277154075126866	0.2	0.4	good>bad	0.5270758122743683
PSMB7	post	0.6180432957826504	-0.8235662768922968	0.2	0.4	good>bad	0.5270758122743683
PIK3CD	post	1.0281133049531734	0.060549057052168655	0.2	0.4	good>bad	0.5270758122743683
PIK3CG	post	1.0641716501211105	0.20258256630594987	0.2	0.4	good>bad	0.5270758122743683
PIN1	post	0.43854250844734594	-0.5100270522076293	0.2	0.4	good>bad	0.5270758122743683
IL1RN	post	1.080955291139196	0.127341622640844	0.2	0.4	good>bad	0.5270758122743683
IL2RA	post	0.8316277924781867	0.2784015715145415	0.2	0.4	good>bad	0.5270758122743683
MAP2K1	post	0.5643800518538066	-0.1728836871878605	0.2	0.4	good>bad	0.5270758122743683
IL1B	post	1.1481030065981166	0.37049495592097603	0.2	0.4	good>bad	0.5270758122743683
IL18RAP	post	1.0605094282053582	0.34924314498700904	0.2	0.4	good>bad	0.5270758122743683
LILRB2	post	1.1924733392979585	0.19460700577459752	0.2	0.4	good>bad	0.5270758122743683
IRAK4	post	0.5130812650361632	-0.3172761604401222	0.2	0.4	good>bad	0.5270758122743683
IRAK1	post	0.3815850477798057	-0.7518638989553857	0.2	0.4	good>bad	0.5270758122743683
LAG3	post	0.9604230184233766	-0.7384439400694768	0.2	0.4	good>bad	0.5270758122743683
LAMP3	post	0.7919752340026168	-0.1363555517566949	0.2	0.4	good>bad	0.5270758122743683
MERTK	post	0.6999687029193504	0.16520565146544328	0.2	0.4	good>bad	0.5270758122743683
MFGE8	post	1.02097287523235	-0.06984030734629972	0.2	0.4	good>bad	0.5270758122743683
MICB	post	0.6874282833717774	0.16972934488026573	0.2	0.4	good>bad	0.5270758122743683
MIF	post	0.43337666106905504	-0.7937600178623362	0.2	0.4	good>bad	0.5270758122743683
IGF1R	post	0.5626620268593969	-0.0017071921942790613	0.2	0.4	good>bad	0.5270758122743683
MEF2C	post	0.8632543770779662	-0.08103636149404851	0.2	0.4	good>bad	0.5270758122743683
CD46	post	0.13987311359353224	-0.968858811939957	0.2	0.4	good>bad	0.5270758122743683
CD48	post	0.985069476795445	-0.035148675178423315	0.2	0.4	good>bad	0.5270758122743683
CD274	post	0.9885757566693137	0.16692762769308125	0.2	0.4	good>bad	0.5270758122743683
CD33	post	1.0131425915055552	0.30939648854667917	0.2	0.4	good>bad	0.5270758122743683
CD38	post	0.870424388037439	-0.4465179646627198	0.2	0.4	good>bad	0.5270758122743683
CD3D	post	0.6434047800078256	-0.5698206032120672	0.2	0.4	good>bad	0.5270758122743683
CD244	post	0.9255106690776823	-0.21190661569038857	0.2	0.4	good>bad	0.5270758122743683
STAT2	post	1.1899032352655978	-0.1515470988769019	0.2	0.4	good>bad	0.5270758122743683
POU2AF1	post	0.8725963388987035	-0.21484781900628755	0.2	0.4	good>bad	0.5270758122743683
CD9	post	0.17618014510401167	-0.611399115577381	0.2	0.4	good>bad	0.5270758122743683
CFB	post	0.685113418441126	-0.13013289719110901	0.2	0.4	good>bad	0.5270758122743683
PBK	post	0.3124654236609372	-0.6652482784747779	0.2	0.4	good>bad	0.5270758122743683
PECAM1	post	1.0592879535720303	-0.19934426226418844	0.2	0.4	good>bad	0.5270758122743683
NOD1	post	0.5063589974663205	-0.592717502580916	0.2	0.4	good>bad	0.5270758122743683
NOS2A	post	0.3829488178069223	-0.40674561418026345	0.2	0.4	good>bad	0.5270758122743683
NFATC4	post	0.6393719665061292	-0.08672447615003476	0.2	0.4	good>bad	0.5270758122743683
NFKBIA	post	1.1164149890810044	0.47153531136170973	0.2	0.4	good>bad	0.5270758122743683
CYBB	post	1.150639620117718	0.2558679112802302	0.2	0.4	good>bad	0.5270758122743683
MX1	post	1.0024249755765517	-0.04134046870600009	0.2	0.4	good>bad	0.5270758122743683
FYN	post	0.9553629571549802	-0.10708596534977947	0.2	0.4	good>bad	0.5270758122743683
GNLY	post	0.8355005558849035	-0.028484186228334773	0.2	0.4	good>bad	0.5270758122743683
GPI	post	0.2926434203920146	-0.8118894448188717	0.2	0.4	good>bad	0.5270758122743683
GZMH	post	0.7013514912477085	-0.037969288128106994	0.2	0.4	good>bad	0.5270758122743683
CD53	post	1.2629638517241675	0.10872245170642207	0.2	0.4	good>bad	0.5270758122743683
REL	post	0.9642887738130169	-0.30027913257090694	0.2	0.4	good>bad	0.5270758122743683
RELB	post	1.133428215463595	-0.20484823662250684	0.2	0.4	good>bad	0.5270758122743683
RORA	post	1.146152923813408	0.08793511033019304	0.2	0.4	good>bad	0.5270758122743683
RUNX1	post	1.0530932881490822	-0.32813927287146	0.2	0.4	good>bad	0.5270758122743683
IFIT1	post	0.9591611818540842	0.241082802743014	0.2	0.4	good>bad	0.5270758122743683
IFNAR2	post	1.0589874569124855	-0.16231037039362717	0.2	0.4	good>bad	0.5270758122743683
ICOS	post	0.8218432503992136	-0.15996357181624465	0.2	0.4	good>bad	0.5270758122743683
IFI35	post	0.9479061051736418	-0.09751286558424122	0.2	0.4	good>bad	0.5270758122743683
HLA-DQA1	post	0.236722784343784	-0.1392842945348414	0.2	0.4	good>bad	0.5270758122743683
HLA-DQB1	post	0.5168027886475716	-0.267633339961799	0.2	0.4	good>bad	0.5270758122743683
HRAS	post	0.7799601122214807	-0.7809191655380503	0.2	0.4	good>bad	0.5270758122743683
GZMK	post	0.4590921874424993	-0.060033037895866594	0.2	0.4	good>bad	0.5270758122743683
HCK	post	1.1218721258830724	0.35392164579203583	0.2	0.4	good>bad	0.5270758122743683
HLA-DPA1	post	1.0010453613259898	-0.3807366490530469	0.2	0.4	good>bad	0.5270758122743683
IL10	post	1.0320764285220874	0.2614829061188291	0.2	0.4	good>bad	0.5270758122743683
IL11	post	1.1378598239835804	-0.286770353979171	0.2	0.4	good>bad	0.5270758122743683
EGR1	post	1.0385159180440102	0.364509526627383	0.2	0.4	good>bad	0.5270758122743683
EGR2	post	1.0913193080622607	0.38650971043476945	0.2	0.4	good>bad	0.5270758122743683
ELK1	post	0.5930621397398034	-0.1882054382047701	0.2	0.4	good>bad	0.5270758122743683
ENG	post	0.8173684456522347	-0.18570748905560808	0.2	0.4	good>bad	0.5270758122743683
EP300	post	0.6012249862036795	-0.7473577041922962	0.2	0.4	good>bad	0.5270758122743683
CD79A	post	0.765699295253217	-0.45700939329075885	0.2	0.4	good>bad	0.5270758122743683
S100A12	post	1.2910456892377913	0.08106888478701717	0.2	0.4	good>bad	0.5270758122743683
S100B	post	0.48223694732125905	-0.7316275135868219	0.2	0.4	good>bad	0.5270758122743683
ATF2	post	0.568141580206159	-0.8477362768907125	0.2	0.4	good>bad	0.5270758122743683
ATG12	post	0.7035426363585352	-0.005650409229688957	0.2	0.4	good>bad	0.5270758122743683
ATG7	post	1.1761909915344289	-0.03244185169145731	0.2	0.4	good>bad	0.5270758122743683
ITGA1	post	0.5839523198542383	-0.668387912040262	0.2	0.4	good>bad	0.5270758122743683
ITGA5	post	0.9917045994931654	-0.056446351095274995	0.2	0.4	good>bad	0.5270758122743683
ITGAE	post	0.06937065235252513	-0.6613438211430126	0.2	0.4	good>bad	0.5270758122743683
TFRC	post	-0.06558857827609789	-0.9386440962716386	0.2	0.4	good>bad	0.5270758122743683
TGFB2	post	0.9673601787521365	-0.4742416970883161	0.2	0.4	good>bad	0.5270758122743683
THY1	post	0.42616167806426386	-0.11108631583218938	0.2	0.4	good>bad	0.5270758122743683
TICAM1	post	0.9212967775848989	0.1556473683834402	0.2	0.4	good>bad	0.5270758122743683
TICAM2	post	1.0167482507158194	0.5616606199043664	0.2	0.4	good>bad	0.5270758122743683
CASP1	post	0.6288672054056802	-0.2865441467041028	0.2	0.4	good>bad	0.5270758122743683
CCL18	post	0.7891059411716985	-0.5184084574488952	0.2	0.4	good>bad	0.5270758122743683
CCL2	post	0.8990976361880163	0.20243939763536578	0.2	0.4	good>bad	0.5270758122743683
TCF7	post	0.04225822341984253	-0.4211441012730322	0.2	0.4	good>bad	0.5270758122743683
C4BPA	post	0.794748219830037	-0.10480584877818529	0.2	0.4	good>bad	0.5270758122743683
IL4R	post	0.9809653154506041	0.03134793040311027	0.2	0.4	good>bad	0.5270758122743683
JAK2	post	0.8124530178131476	-0.026684571342354357	0.2	0.4	good>bad	0.5270758122743683
SLC11A1	post	1.1072354794715207	0.13403679915696287	0.2	0.4	good>bad	0.5270758122743683
CCR1	post	1.2478093186691315	0.16789515011073575	0.2	0.4	good>bad	0.5270758122743683
CCR5	post	1.2073671755389228	-0.12754795757399762	0.2	0.4	good>bad	0.5270758122743683
CCR7	post	1.0650642661321101	-0.1390780531949778	0.2	0.4	good>bad	0.5270758122743683
TNFRSF10B	post	1.096649171565136	0.6139370262325957	0.2	0.4	good>bad	0.5270758122743683
TNFRSF10C	post	1.0927442747810885	0.6517023022954421	0.2	0.4	good>bad	0.5270758122743683
TNFRSF12A	post	0.8451898718733872	0.1659339465556262	0.2	0.4	good>bad	0.5270758122743683
CCL22	post	0.8873803948975514	-0.20137550415149433	0.2	0.4	good>bad	0.5270758122743683
CCL3	post	1.026501024103051	0.20233685035400342	0.2	0.4	good>bad	0.5270758122743683
CCL3L1	post	1.1514858150602583	0.1110998546063094	0.2	0.4	good>bad	0.5270758122743683
TLR6	post	1.138393112227756	0.3196368251539394	0.2	0.4	good>bad	0.5270758122743683
CCL24	post	0.05333811937016941	-0.4101170000737578	0.35	0.7	good>bad	0.5928074245939674
TLR5	post	0.6047234367945759	0.2972660254239455	0.35	0.7	good>bad	0.5928074245939674
TNFAIP3	post	1.1858008152023345	0.34350201828820087	0.35	0.7	good>bad	0.5928074245939674
ADORA2A	post	0.8825988954615679	0.20985261414258116	0.35	0.7	good>bad	0.5928074245939674
TNFSF14	post	0.6891658862721285	0.5783659546184783	0.35	0.7	good>bad	0.5928074245939674
CD163	post	0.7035827810576442	0.4932798491133108	0.35	0.7	good>bad	0.5928074245939674
CD19	post	0.4595799675953182	0.18665345596709884	0.35	0.7	good>bad	0.5928074245939674
SMAD2	post	0.612242617399029	-0.5458977068742271	0.35	0.7	good>bad	0.5928074245939674
SPACA3	post	0.3806446709314352	0.3037344435129441	0.35	0.7	good>bad	0.5928074245939674
SPP1	post	0.5940224115958306	0.3006702817460747	0.35	0.7	good>bad	0.5928074245939674
SSX4	post	0.41903421426642967	0.6620622527518468	0.35	0.7	bad>good	0.5928074245939674
CCR3	post	0.8819751166286519	0.5166768657263346	0.35	0.7	good>bad	0.5928074245939674
